rennen,jahr,etappe,terrain,km,hm,ps,finisher,erste_gruppe,erste_gruppe_anteil,zeitgruppen,gruppengroesse_hinten,letzter_je_km,p5_je_km,p10_je_km,p25_je_km,p50_je_km,p75_je_km,p90_je_km,p100_je_km,rang10_je_km,rang20_je_km,rang30_je_km,rang50_je_km,rang75_je_km,rang100_je_km,rang150_je_km,ueber_zeitlimit
TdF,2019,7,Rolling,230.0,2367,36,174,84,0.4827586206896552,25,3.75,1.1521739130434783,0.0,0.0,0.0,0.10869565217391304,0.8391304347826087,0.8391304347826087,1.1521739130434783,0.0,0.0,0.0,0.0,0.0,0.20869565217391303,0.8391304347826087,0
TdF,2019,8,Medium_Mountain,200.0,3844,189,172,1,0.005813953488372093,27,6.576923076923077,8.92,0.13,0.13,1.325,5.915,7.135,7.96,8.92,0.13,0.13,0.13,1.725,5.165,5.915,7.96,0
TdF,2019,9,Hilly_Difficult,170.5,2717,114,171,2,0.011695906432748537,13,14.083333333333334,7.519061583577713,0.6451612903225806,5.777126099706745,5.777126099706745,6.703812316715543,6.703812316715543,7.519061583577713,7.519061583577713,0.9501466275659824,5.777126099706745,5.777126099706745,5.777126099706745,6.287390029325513,6.703812316715543,7.519061583577713,0
TdF,2020,1,Rolling,156.0,1597,46,175,161,0.92,8,2.0,5.0256410256410255,0.0,0.0,0.0,0.0,0.0,0.0,5.0256410256410255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TdF,2020,10,Flat,168.5,531,2,164,66,0.4024390243902439,17,6.125,5.958456973293768,0.0,0.0,0.0,0.4332344213649852,1.9287833827893175,1.9287833827893175,5.958456973293768,0.0,0.0,0.0,0.0,0.27299703264094954,1.9287833827893175,1.9287833827893175,0
TdF,2020,11,Flat,166.5,1008,13,161,85,0.5279503105590062,22,3.619047619047619,2.894894894894895,0.0,0.0,0.0,0.0,1.5795795795795795,1.5915915915915917,2.894894894894895,0.0,0.0,0.0,0.0,0.0,0.4804804804804805,1.5915915915915917,0
TdF,2020,12,Medium_Mountain,218.0,3389,142,160,1,0.00625,25,6.625,7.270642201834862,0.23853211009174313,0.6880733944954128,0.6880733944954128,2.4311926605504586,5.490825688073395,7.270642201834862,7.270642201834862,0.25688073394495414,0.6880733944954128,0.6880733944954128,0.6880733944954128,1.0229357798165137,3.7522935779816513,7.270642201834862,0
TdF,2020,13,Mountain,191.5,4459,302,159,1,0.006289308176100629,67,2.393939393939394,10.762402088772847,0.8511749347258486,1.989556135770235,4.511749347258486,8.318537859007833,9.404699738903394,9.775456919060053,10.762402088772847,1.2114882506527416,2.1148825065274153,2.950391644908616,5.942558746736292,7.624020887728459,8.934725848563968,9.806788511749348,0
TdF,2020,14,Hilly_Difficult,194.0,2646,73,157,1,0.006369426751592357,24,6.782608695652174,8.943298969072165,0.07731958762886598,0.07731958762886598,0.07731958762886598,2.0721649484536084,6.123711340206185,6.123711340206185,8.943298969072165,0.07731958762886598,0.07731958762886598,0.07731958762886598,0.07731958762886598,2.0721649484536084,6.123711340206185,6.123711340206185,0
TdF,2020,15,Medium_Mountain,174.5,3724,390,156,2,0.01282051282051282,47,3.347826086956522,13.501432664756447,0.08595988538681948,1.2779369627507164,7.01432664756447,10.578796561604584,12.87106017191977,12.87106017191977,13.501432664756447,0.13753581661891118,1.7765042979942693,2.865329512893983,7.174785100286533,10.53295128939828,12.87106017191977,13.392550143266476,0
TdF,2020,16,Mountain,164.0,3903,250,154,1,0.006493506493506494,41,3.825,11.292682926829269,1.0182926829268293,2.2621951219512195,6.359756097560975,9.036585365853659,10.042682926829269,10.042682926829269,11.292682926829269,1.0609756097560976,6.146341463414634,6.189024390243903,6.4939024390243905,9.036585365853659,10.042682926829269,10.292682926829269,0
TdF,2020,17,Mountain,170.0,4430,444,150,1,0.006666666666666667,91,1.6555555555555554,12.617647058823529,0.47058823529411764,1.464705882352941,7.711764705882353,9.129411764705882,10.264705882352942,10.717647058823529,12.617647058823529,0.7823529411764706,2.5588235294117645,6.752941176470588,8.923529411764706,9.129411764705882,10.029411764705882,12.617647058823529,0
TdF,2020,18,High_Mountain,175.0,5166,314,149,2,0.013422818791946308,28,5.444444444444445,10.811428571428571,0.6514285714285715,1.5542857142857143,4.52,9.76,10.771428571428572,10.811428571428571,10.811428571428571,0.6514285714285715,1.5657142857142856,2.3714285714285714,6.668571428571428,9.891428571428571,10.771428571428572,,0
TdF,2020,19,Hilly_Difficult,166.5,2208,77,146,1,0.00684931506849315,11,14.5,3.5975975975975976,0.35435435435435436,1.3993993993993994,2.750750750750751,2.750750750750751,2.750750750750751,2.750750750750751,3.5975975975975976,0.37237237237237236,2.750750750750751,2.750750750750751,2.750750750750751,2.750750750750751,2.750750750750751,,0
TdF,2020,2,Mountain,185.0,4066,188,173,36,0.20809248554913296,25,5.708333333333333,9.448648648648648,0.010810810810810811,0.010810810810810811,0.6972972972972973,5.756756756756757,9.162162162162161,9.378378378378379,9.448648648648648,0.010810810810810811,0.010810810810810811,0.010810810810810811,1.4324324324324325,4.124324324324324,5.756756756756757,9.378378378378379,0
TdF,2020,21,Flat,122.0,816,11,146,65,0.4452054794520548,30,2.793103448275862,1.9098360655737705,0.0,0.0,0.0,0.1721311475409836,0.6147540983606558,1.2950819672131149,1.9098360655737705,0.0,0.0,0.0,0.0,0.1721311475409836,0.5409836065573771,,0
TdF,2020,3,Hilly_Difficult,198.0,3003,81,172,143,0.8313953488372093,12,2.6363636363636362,2.282828282828283,0.0,0.0,0.0,0.0,0.0,0.8585858585858586,2.282828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.7323232323232324,0
TdF,2020,4,Medium_Mountain,160.5,3200,200,172,16,0.09302325581395349,59,2.689655172413793,8.348909657320872,0.0,0.056074766355140186,0.7850467289719626,4.355140186915888,7.02803738317757,7.557632398753894,8.348909657320872,0.0,0.09345794392523364,0.35514018691588783,1.146417445482866,2.6542056074766354,4.822429906542056,7.557632398753894,0
TdF,2020,5,Hilly,183.0,1388,31,172,71,0.4127906976744186,28,3.740740740740741,2.978142076502732,0.0,0.0,0.0,0.3989071038251366,1.5846994535519126,1.5846994535519126,2.978142076502732,0.0,0.0,0.0,0.0,0.1912568306010929,0.8360655737704918,1.5846994535519126,0
TdF,2020,6,Hilly_Difficult,191.0,3087,227,172,1,0.005813953488372093,35,5.029411764705882,9.785340314136125,0.9057591623036649,0.9057591623036649,0.9738219895287958,5.890052356020942,9.785340314136125,9.785340314136125,9.785340314136125,0.9057591623036649,0.9057591623036649,0.9057591623036649,1.1465968586387434,5.738219895287958,7.858638743455497,9.785340314136125,0
TdF,2020,7,Rolling,168.0,2011,47,172,41,0.23837209302325582,18,7.705882352941177,5.678571428571429,0.0,0.0,0.48214285714285715,0.9761904761904762,5.190476190476191,5.678571428571429,5.678571428571429,0.0,0.0,0.0,0.48214285714285715,0.48214285714285715,5.190476190476191,5.678571428571429,0
TdF,2020,8,Medium_Mountain,141.0,3821,295,168,1,0.005952380952380952,30,5.758620689655173,13.893617021276595,1.7304964539007093,2.8368794326241136,8.00709219858156,10.801418439716311,13.893617021276595,13.893617021276595,13.893617021276595,2.8226950354609928,3.106382978723404,3.7375886524822697,9.26950354609929,10.801418439716311,13.26241134751773,13.893617021276595,0
TdF,2020,9,Mountain,153.0,3500,239,166,5,0.030120481927710843,27,6.1923076923076925,12.633986928104575,0.0718954248366013,0.35294117647058826,4.071895424836601,8.901960784313726,11.549019607843137,11.549019607843137,12.633986928104575,0.0718954248366013,1.2549019607843137,2.2679738562091503,4.73202614379085,8.901960784313726,11.549019607843137,11.549019607843137,0
TdF,2021,1,Hilly_Difficult,197.8,2843,109,181,1,0.0055248618784530384,50,3.673469387755102,7.472194135490394,0.04044489383215369,0.04044489383215369,0.551061678463094,1.5166835187057632,2.108190091001011,3.4175935288169867,7.472194135490394,0.04044489383215369,0.04044489383215369,0.25783619817997977,0.551061678463094,0.9959555106167846,1.6835187057633973,2.6744186046511627,0
TdF,2021,10,Flat,190.7,1488,29,164,77,0.4695121951219512,13,7.25,2.5117986366019927,0.0,0.0,0.0,0.24646040901940222,1.4577871001573153,1.4577871001573153,2.5117986366019927,0.0,0.0,0.0,0.0,0.0,1.1851074986890404,1.4577871001573153,0
TdF,2021,11,Mountain,198.9,4671,282,156,1,0.00641025641025641,51,3.1,14.358974358974358,0.5832076420311715,1.6842634489693313,4.364002011060834,8.134741075917546,10.387129210658623,11.292106586224232,14.358974358974358,0.9150326797385621,2.2825540472599295,4.364002011060834,6.726998491704374,7.92357968828557,9.396681749622926,12.267471091000502,0
TdF,2021,12,Rolling,159.4,2052,52,155,1,0.0064516129032258064,10,17.11111111111111,6.587202007528231,0.7904642409033876,5.9786700125470515,5.9786700125470515,5.9786700125470515,5.9786700125470515,5.9786700125470515,6.587202007528231,0.7904642409033876,5.9786700125470515,5.9786700125470515,5.9786700125470515,5.9786700125470515,5.9786700125470515,6.185696361355081,0
TdF,2021,13,Flat,219.9,2023,29,151,57,0.37748344370860926,23,4.2727272727272725,5.9026830377444295,0.0,0.0,0.0,0.1273306048203729,1.1050477489768076,1.7053206002728512,5.9026830377444295,0.0,0.0,0.0,0.0,0.08185538881309685,0.6502955889040473,4.492951341518872,0
TdF,2021,14,Hilly_Difficult,183.7,2877,125,149,1,0.006711409395973154,18,8.705882352941176,12.00870985302123,0.46271094175285793,2.2482308111050626,2.2482308111050626,4.327708219923789,5.78116494284159,8.350571584104518,12.00870985302123,0.4790419161676647,2.2482308111050626,2.2482308111050626,2.2482308111050626,4.327708219923789,5.78116494284159,,0
TdF,2021,15,Mountain,191.3,4572,234,147,1,0.006802721088435374,38,3.945945945945946,10.961840041819132,0.3920543648719289,1.3120752744380553,3.0737062205959225,7.250392054364871,8.128593831677993,9.665446941975953,10.961840041819132,0.4286461055933089,1.521170935703084,1.9811813904861473,5.002613695765812,7.250392054364871,7.449032932566649,,0
TdF,2021,16,Medium_Mountain,169.0,3260,177,145,1,0.006896551724137931,26,5.76,8.402366863905325,0.26627218934911245,4.905325443786983,5.230769230769231,5.928994082840236,5.976331360946745,8.402366863905325,8.402366863905325,0.3727810650887574,4.905325443786983,5.230769230769231,5.3076923076923075,5.928994082840236,5.928994082840236,,0
TdF,2021,17,Mountain,178.4,4375,450,144,1,0.006944444444444444,62,2.3442622950819674,11.491031390134529,0.5829596412556054,1.2387892376681613,5.431614349775785,9.747757847533633,9.815022421524663,10.885650224215246,11.491031390134529,0.6109865470852017,2.5056053811659194,4.523542600896861,7.387892376681614,9.747757847533633,9.747757847533633,,0
TdF,2021,18,Hilly_Difficult,129.7,3561,367,144,1,0.006944444444444444,54,2.69811320754717,14.849653045489593,0.25443330763299926,0.5782575173477256,3.060909791827294,8.596761757902854,10.740169622205089,12.929838087895144,14.849653045489593,0.3084040092521203,1.4417887432536625,2.4903623747108714,6.345412490362375,8.596761757902854,10.740169622205089,,0
TdF,2021,19,Flat,207.0,1181,16,142,1,0.007042253521126761,10,15.666666666666666,6.038647342995169,0.3285024154589372,0.7584541062801933,6.038647342995169,6.038647342995169,6.038647342995169,6.038647342995169,6.038647342995169,0.33816425120772947,2.922705314009662,6.038647342995169,6.038647342995169,6.038647342995169,6.038647342995169,,0
TdF,2021,2,Hilly_Difficult,183.5,2210,102,180,1,0.005555555555555556,37,4.972222222222222,4.283378746594005,0.043596730245231606,0.043596730245231606,0.2779291553133515,1.32425068119891,3.7111716621253406,4.283378746594005,4.283378746594005,0.043596730245231606,0.043596730245231606,0.12534059945504086,0.3215258855585831,0.8610354223433242,1.5749318801089918,4.223433242506812,0
TdF,2021,21,Flat,108.4,699,14,141,100,0.7092198581560284,24,1.7826086956521738,6.946494464944649,0.0,0.0,0.0,0.0,0.3597785977859778,1.3560885608856088,6.946494464944649,0.0,0.0,0.0,0.0,0.0,0.0,,0
TdF,2021,3,Rolling,182.9,1534,34,178,19,0.10674157303370786,41,3.975,2.8212137780207764,0.0,0.0,0.14215418261344998,0.4100601421541826,0.7381082558775287,1.6457080371787862,2.8212137780207764,0.0,0.07654455986878075,0.07654455986878075,0.14215418261344998,0.14215418261344998,0.4428649535265172,0.9841443411700382,0
TdF,2021,4,Rolling,150.4,1404,24,177,124,0.7005649717514124,15,3.7857142857142856,2.898936170212766,0.0,0.0,0.0,0.0,0.3125,0.5851063829787234,2.898936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.4454787234042553,0
TdF,2021,6,Flat,160.4,977,5,177,123,0.6949152542372882,15,3.857142857142857,1.6458852867830422,0.0,0.0,0.0,0.0,0.41147132169576056,0.6920199501246883,1.6458852867830422,0.0,0.0,0.0,0.0,0.0,0.0,0.6920199501246883,0
TdF,2021,7,Hilly_Difficult,249.1,3120,146,177,1,0.005649717514124294,31,5.866666666666666,6.033721397029305,0.41750301083902047,1.0919309514251305,1.2645523885989562,3.741469289441991,4.484142914492172,5.728623042954637,6.033721397029305,0.6623845845042152,1.2645523885989562,1.2645523885989562,1.2645523885989562,3.207547169811321,4.23123243677238,4.484142914492172,0
TdF,2021,8,Medium_Mountain,150.8,3557,310,177,1,0.005649717514124294,41,4.4,14.151193633952253,1.6379310344827585,1.6511936339522546,8.667108753315649,13.892572944297081,13.93236074270557,13.93236074270557,14.151193633952253,1.6511936339522546,1.7108753315649865,6.29973474801061,11.114058355437665,11.412466843501326,13.93236074270557,13.93236074270557,0
TdF,2021,9,High_Mountain,144.9,4628,381,165,1,0.006060606060606061,45,3.727272727272727,15.424430641821946,2.71911663216011,3.1469979296066253,9.592822636300896,13.091787439613526,13.091787439613526,14.16839199447895,15.424430641821946,2.71911663216011,4.29951690821256,5.942028985507246,10.731538992408558,13.091787439613526,13.091787439613526,14.347826086956522,0
TdF,2022,10,Medium_Mountain,148.1,2733,143,160,2,0.0125,64,2.507936507936508,12.599594868332208,0.1350438892640108,1.1343686698176907,3.6056718433490884,5.9554355165428765,10.681971640783255,10.681971640783255,12.599594868332208,0.1485482781904119,3.6056718433490884,3.6056718433490884,3.8419986495611074,5.395003376097232,7.670492910195814,10.681971640783255,0
TdF,2022,11,Mountain,151.7,4070,400,158,1,0.006329113924050633,76,2.0933333333333333,15.873434410019778,1.5754779169413318,3.876071193144364,10.78444297956493,12.076466710613053,13.612392880685565,15.418589321028346,15.873434410019778,1.825972313777192,4.858272907053395,9.78905735003296,10.78444297956493,11.773236651285433,12.933421226104153,15.418589321028346,0
TdF,2022,12,High_Mountain,165.1,4660,389,158,1,0.006329113924050633,82,1.9382716049382716,14.554815263476682,1.2477286493034525,2.216838279830406,5.857056329497275,10.042398546335555,11.950333131435494,13.06480920654149,14.554815263476682,1.2840702604482133,2.822531798909752,4.457904300423985,7.147183525136281,10.042398546335555,10.52695336159903,13.87038158691702,0
TdF,2022,13,Rolling,192.6,2109,78,156,3,0.019230769230769232,18,9.0,6.292834890965732,1.7912772585669783,1.7912772585669783,1.7912772585669783,1.9262720664589823,4.117341640706127,6.256490134994808,6.292834890965732,1.7912772585669783,1.7912772585669783,1.7912772585669783,1.8431983385254413,1.9262720664589823,1.9574247144340602,6.256490134994808,0
TdF,2022,14,Medium_Mountain,192.5,3441,170,156,1,0.00641025641025641,56,2.8181818181818183,12.192207792207792,0.37402597402597404,1.018181818181818,4.7376623376623375,7.303896103896104,7.615584415584416,7.974025974025974,12.192207792207792,0.37402597402597404,1.9844155844155844,4.0519480519480515,6.41038961038961,7.303896103896104,7.303896103896104,8.727272727272727,0
TdF,2022,15,Rolling,202.5,2416,64,151,51,0.33774834437086093,26,4.0,6.093827160493827,0.0,0.0,0.0,0.3111111111111111,5.116049382716049,6.004938271604939,6.093827160493827,0.0,0.0,0.0,0.0,0.25679012345679014,1.1209876543209876,6.083950617283951,0
TdF,2022,16,Medium_Mountain,178.5,3418,204,145,1,0.006896551724137931,31,4.8,10.53781512605042,0.5602240896358543,1.9831932773109244,3.1988795518207285,7.719887955182073,10.53781512605042,10.53781512605042,10.53781512605042,1.7030812324929971,2.0,2.918767507002801,5.658263305322129,8.369747899159664,10.246498599439775,,0
TdF,2022,17,Hilly_Difficult,129.7,3364,324,142,2,0.014084507042253521,83,1.7073170731707317,17.02390131071704,1.5959907478797226,2.4903623747108714,7.640709329221281,11.626831148804936,12.343870470316116,14.857363145720896,17.02390131071704,1.6808018504240556,4.155744024672321,5.158057054741712,10.007710100231304,11.711642251349268,12.22821896684657,,0
TdF,2022,18,High_Mountain,143.2,4036,408,139,1,0.007194244604316547,70,2.0,15.363128491620113,1.319832402234637,2.4301675977653634,7.220670391061453,13.568435754189945,14.23882681564246,15.258379888268157,15.363128491620113,1.7388268156424582,4.182960893854749,6.5921787709497215,10.293296089385475,13.568435754189945,14.217877094972069,,0
TdF,2022,19,Hilly,188.3,1316,35,138,27,0.1956521739130435,41,2.775,6.983536909187467,0.005310674455655868,0.005310674455655868,0.11152416356877323,0.7753584705257567,1.2745618693574083,3.0323951141795007,6.983536909187467,0.005310674455655868,0.005310674455655868,0.11152416356877323,0.3027084439723845,0.7753584705257567,1.2320764737121614,,0
TdF,2022,2,Flat,202.2,1149,11,175,168,0.96,4,2.3333333333333335,3.37784371909001,0.0,0.0,0.0,0.0,0.0,0.0,3.37784371909001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TdF,2022,21,Flat,115.6,748,13,133,46,0.3458646616541353,33,2.71875,3.494809688581315,0.0,0.0,0.0,0.29411764705882354,0.6574394463667821,1.4619377162629759,3.494809688581315,0.0,0.0,0.0,0.198961937716263,0.44117647058823534,0.6574394463667821,,0
TdF,2022,3,Flat,182.0,1280,16,175,77,0.44,20,5.157894736842105,1.901098901098901,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,1.1373626373626373,1.901098901098901,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.6098901098901099,0
TdF,2022,4,Rolling,171.5,1785,63,175,1,0.005714285714285714,16,11.6,2.454810495626822,0.04664723032069971,0.04664723032069971,0.04664723032069971,0.04664723032069971,1.3352769679300291,1.8950437317784257,2.454810495626822,0.04664723032069971,0.04664723032069971,0.04664723032069971,0.04664723032069971,0.04664723032069971,0.04664723032069971,1.8950437317784257,0
TdF,2022,5,Flat,157.0,601,1,173,2,0.011560693641618497,32,5.516129032258065,11.222929936305732,0.40764331210191085,0.40764331210191085,0.40764331210191085,1.605095541401274,3.5923566878980893,5.6050955414012735,11.222929936305732,0.40764331210191085,0.40764331210191085,0.40764331210191085,0.40764331210191085,1.1401273885350318,1.6496815286624205,4.471337579617835,0
TdF,2022,6,Rolling,219.9,2477,85,171,13,0.07602339181286549,38,4.27027027027027,4.3428831286948615,0.0,0.022737608003638016,0.33651659845384263,1.5325147794452023,2.5056844020009095,3.128694861300591,4.3428831286948615,0.0,0.022737608003638016,0.11823556161891768,0.45929968167348795,1.4688494770350158,1.9736243747157798,2.8376534788540244,0
TdF,2022,7,Hilly_Difficult,176.3,2526,192,171,2,0.011695906432748537,103,1.6568627450980393,7.79353374929098,0.16449234259784457,0.42541123085649457,1.4520703346568349,3.630175836642087,5.155984117980714,5.859330686330119,7.79353374929098,0.23255813953488372,0.4878048780487805,0.8281338627339762,2.1157118547929663,2.819058423142371,3.8060124787294383,5.779920589903573,0
TdF,2022,8,Hilly_Difficult,186.3,2556,87,167,25,0.1497005988023952,57,2.5357142857142856,6.731078904991948,0.0,0.0,0.43478260869565216,1.4868491680085882,2.292002147074611,3.0917874396135265,6.731078904991948,0.0,0.0,0.06977992485238861,0.7407407407407407,1.2828770799785292,1.8357487922705313,3.0917874396135265,0
TdF,2022,9,Medium_Mountain,192.9,3743,223,164,1,0.006097560975609756,42,3.975609756097561,11.223431829963712,0.26956972524624156,0.3110419906687403,3.742871954380508,7.133229652669777,8.579574909279419,10.808709175738725,11.223431829963712,0.26956972524624156,0.37325038880248834,1.2337998963193364,3.893208916537066,5.83203732503888,8.579574909279419,10.808709175738725,0
TdF,2023,1,Medium_Mountain,182.0,3221,166,175,1,0.005714285714285714,33,5.4375,7.043956043956044,0.06593406593406594,0.1813186813186813,0.4340659340659341,3.197802197802198,4.576923076923077,5.554945054945055,7.043956043956044,0.06593406593406594,0.1813186813186813,0.1813186813186813,0.8681318681318682,2.3241758241758244,3.642857142857143,5.021978021978022,0
TdF,2023,10,Medium_Mountain,167.2,3151,118,169,5,0.029585798816568046,26,6.56,12.254784688995215,0.16148325358851676,1.034688995215311,1.034688995215311,3.9234449760765555,7.284688995215311,9.162679425837322,12.254784688995215,0.19138755980861244,1.034688995215311,1.034688995215311,1.034688995215311,3.3672248803827753,4.677033492822967,9.025119617224881,0
TdF,2023,11,Hilly,179.3,1873,34,169,17,0.10059171597633136,12,13.818181818181818,1.1991076408254322,0.0,0.0,0.03904071388733965,0.19520356943669825,0.3346346904629113,0.7194645844952593,1.1991076408254322,0.0,0.03904071388733965,0.03904071388733965,0.03904071388733965,0.03904071388733965,0.3346346904629113,0.7194645844952593,0
TdF,2023,12,Medium_Mountain,168.8,3120,147,167,1,0.005988023952095809,23,7.545454545454546,13.281990521327014,0.5154028436018957,1.504739336492891,1.504739336492891,6.50473933649289,9.934834123222748,9.934834123222748,13.281990521327014,1.0781990521327014,1.504739336492891,1.504739336492891,1.5876777251184833,4.745260663507109,7.464454976303317,9.934834123222748,0
TdF,2023,13,Medium_Mountain,137.8,2413,260,165,1,0.006060606060606061,53,3.1538461538461537,12.41654571843251,0.4716981132075471,0.7619738751814222,5.159651669085631,9.716981132075471,10.188679245283017,11.044992743105949,12.41654571843251,0.5660377358490566,1.5166908563134978,2.2931785195936136,7.4746008708272855,9.36865021770682,10.188679245283017,11.044992743105949,0
TdF,2023,14,High_Mountain,151.8,4281,308,158,1,0.006329113924050633,44,3.6511627906976742,15.059288537549406,1.3109354413702239,5.151515151515151,10.658761528326744,12.885375494071145,14.81554677206851,14.999999999999998,15.059288537549406,2.351778656126482,5.447957839262187,7.931488801054018,11.429512516469037,12.839262187088273,14.354413702239787,14.999999999999998,0
TdF,2023,15,Mountain,179.0,4483,335,157,1,0.006369426751592357,87,1.813953488372093,12.525139664804469,1.2458100558659218,2.0335195530726256,4.787709497206704,9.720670391061452,11.061452513966481,11.76536312849162,12.525139664804469,1.452513966480447,2.374301675977654,3.6145251396648046,7.011173184357542,9.35754189944134,10.731843575418994,11.832402234636872,0
TdF,2023,17,High_Mountain,165.7,5399,445,154,1,0.006493506493506494,89,1.7386363636363635,16.270368135184068,1.3458056729028365,1.7742908871454437,8.485214242607121,13.23476161738081,13.584791792395897,14.152082076041038,16.270368135184068,1.3820156910078456,2.7338563669281837,4.550392275196138,9.963789981894992,13.23476161738081,13.23476161738081,15.328907664453833,0
TdF,2023,18,Flat,184.9,1216,18,151,76,0.5033112582781457,18,4.411764705882353,2.9259058950784205,0.0,0.0,0.0,0.0,0.2704164413196322,0.6922660897782585,2.9259058950784205,0.0,0.0,0.0,0.0,0.0,0.2704164413196322,2.9259058950784205,0
TdF,2023,19,Rolling,172.8,1934,50,151,2,0.013245033112582781,13,12.416666666666666,5.815972222222221,0.22569444444444442,0.5960648148148148,4.762731481481481,4.762731481481481,5.815972222222221,5.815972222222221,5.815972222222221,0.22569444444444442,0.5960648148148148,2.002314814814815,4.762731481481481,4.762731481481481,4.762731481481481,5.815972222222221,0
TdF,2023,2,Hilly_Difficult,208.9,2949,141,174,24,0.13793103448275862,15,10.714285714285714,6.098611775969363,0.0,0.0,0.6941120153183341,3.360459550023935,4.068932503590235,5.24174246050742,6.098611775969363,0.0,0.0,0.27764480612733367,1.4360938247965533,2.3551938726663475,3.7865007180469124,5.24174246050742,0
TdF,2023,20,Medium_Mountain,133.5,3471,303,150,4,0.02666666666666667,38,3.945945945945946,14.119850187265918,0.24719101123595505,1.2883895131086143,4.314606741573034,9.280898876404494,13.49812734082397,14.119850187265918,14.119850187265918,0.37453183520599254,1.595505617977528,3.3408239700374533,5.647940074906367,9.280898876404494,11.355805243445692,14.119850187265918,0
TdF,2023,21,Flat,115.1,577,14,150,146,0.9733333333333334,4,1.3333333333333333,0.5212858384013901,0.0,0.0,0.0,0.0,0.0,0.0,0.5212858384013901,0.0,0.0,0.0,0.0,0.0,0.0,0.5212858384013901,0
TdF,2023,3,Rolling,193.5,2667,68,174,102,0.5862068965517241,18,4.235294117647059,0.9095607235142119,0.0,0.0,0.0,0.0,0.4186046511627907,0.6666666666666666,0.9095607235142119,0.0,0.0,0.0,0.0,0.0,0.0,0.4754521963824289,0
TdF,2023,4,Flat,181.8,1427,20,174,122,0.7011494252873564,15,3.7142857142857144,1.4356435643564356,0.0,0.0,0.0,0.0,0.6600660066006601,0.726072607260726,1.4356435643564356,0.0,0.0,0.0,0.0,0.0,0.0,0.726072607260726,0
TdF,2023,5,Mountain,162.7,3652,239,172,1,0.005813953488372093,25,7.125,12.476951444376153,0.6023355869698832,0.7191149354640443,3.036263060848187,6.361401352181931,10.073755377996314,10.73140749846343,12.476951444376153,0.6023355869698832,0.7191149354640443,1.07559926244622,4.1057160417947145,6.220036877688998,8.26060233558697,10.073755377996314,0
TdF,2023,6,Mountain,144.9,3894,310,172,1,0.005813953488372093,45,3.8863636363636362,15.507246376811594,1.3181504485852311,1.47688060731539,4.824016563146998,9.675638371290544,13.271221532091097,13.41614906832298,15.507246376811594,1.3250517598343685,1.5251897860593513,2.4154589371980677,5.8937198067632846,9.675638371290544,12.781228433402346,13.36783988957902,0
TdF,2023,7,Flat,169.9,808,7,172,93,0.5406976744186046,23,3.590909090909091,1.9070041200706298,0.0,0.0,0.0,0.0,0.75927015891701,1.088875809299588,1.9070041200706298,0.0,0.0,0.0,0.0,0.0,0.33549146556798115,1.088875809299588,0
TdF,2023,8,Rolling,200.7,1996,61,170,44,0.25882352941176473,41,3.15,5.4907822620827105,0.0,0.0,0.0,0.5530642750373692,1.9033383158943697,2.780269058295964,5.4907822620827105,0.0,0.0,0.0,0.1395117090184355,0.3736920777279522,1.4399601395117092,2.780269058295964,0
TdF,2023,9,Medium_Mountain,182.4,3441,273,169,1,0.005917159763313609,68,2.5074626865671643,10.833333333333332,0.6469298245614035,3.0646929824561404,6.430921052631579,8.618421052631579,9.517543859649123,9.671052631578947,10.833333333333332,0.8442982456140351,3.2017543859649122,3.832236842105263,6.557017543859649,7.9605263157894735,9.024122807017543,9.671052631578947,0
TdF,2024,1,Medium_Mountain,206.0,3821,176,175,2,0.011428571428571429,17,10.8125,11.41747572815534,0.024271844660194174,0.024271844660194174,0.024271844660194174,5.466019417475728,8.514563106796116,8.825242718446601,11.41747572815534,0.024271844660194174,0.024271844660194174,0.024271844660194174,0.08737864077669903,5.466019417475728,8.514563106796116,8.514563106796116,0
TdF,2024,10,Flat,187.3,888,6,172,137,0.7965116279069767,9,4.375,0.9610250934329951,0.0,0.0,0.0,0.0,0.0,0.40576615056059795,0.9610250934329951,0.0,0.0,0.0,0.0,0.0,0.0,0.40576615056059795,0
TdF,2024,11,Mountain,211.0,4177,241,168,2,0.011904761904761904,55,3.074074074074074,13.639810426540285,0.5165876777251185,1.3222748815165877,5.241706161137441,8.355450236966824,10.33175355450237,10.90047393364929,13.639810426540285,0.7488151658767772,1.3222748815165877,3.6066350710900474,6.511848341232228,8.355450236966824,8.450236966824644,10.90047393364929,0
TdF,2024,12,Rolling,203.6,2253,53,162,68,0.41975308641975306,22,4.476190476190476,4.62671905697446,0.0,0.0,0.0,0.3241650294695481,0.7220039292730845,1.4341846758349706,4.62671905697446,0.0,0.0,0.0,0.0,0.21611001964636542,0.5992141453831041,1.4341846758349706,0
TdF,2024,13,Rolling,165.3,1884,53,159,77,0.48427672955974843,14,6.3076923076923075,5.154264972776769,0.0,0.0,0.0,0.33272837265577737,4.894131881427707,4.894131881427707,5.154264972776769,0.0,0.0,0.0,0.0,0.0,3.2667876588021776,4.894131881427707,0
